"country","name","gppd_idnr","capacity_mw","latitude","longitude","primary_fuel","commissioning_year","owner","year_of_capacity_data"
"USA","Hydro III","USA0003675","1.4",41.7464,-111.746,"Hydro","1925.9999999999998","City of Logan - (UT)",2019
"USA","Hydro Kennebec Project","USA0054148","15.4",44.563,-69.6192,"Hydro","1989.0","Hydro Kennebec LLC",2019
"USA","Hydro Plant","USA0001856","2.2",41.9711,-85.5381,"Hydro","1956.8181818181818","City of Sturgis",2019
"USA","Hydro Plant No 3","USA0000925","2.8",39.2056,-111.3344,"Hydro","1984.0000000000005","City of Ephraim - (UT)",2019
"USA","Hyland LFGTE Facility","USA0056987","4.800000000000001",42.2853,-78.0061,"Waste","2008.0","Innovative Energy Systems Inc",2019
"USA","Hyline Solar Center  LLC","USA0060331","9.0",44.1513,-117.0001,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","I 95 Landfill Phase II","USA0054723","3.2",38.6892,-77.2375,"Waste","1993.0","LES Project Holdings LLC",2019
"USA","I25 Battery Storage","USA0062373","4.0",40.1403,-104.978,"Storage","2019.0","United Power  Inc",2019
"USA","IBM Solar","USA0063869","8.1",40.0383,-105.2449,"Solar","2019.0","DG Colorado Solar  LLC",2019
"USA","IBM Southbury","USA0059801","1.1",41.4725,-73.207,"Gas","2014.0","Bloom Energy",2019
"USA","IBM West","USA0056269","3.6",44.0587,-92.5119,"Oil","2005.0","Rochester Public Utilities",2019
"USA","ID Solar","USA0060445","40.0",43.444,-116.333,"Solar","2016.0","Sustainable Power Group  LLC",2019
"USA","IFF Hazlet","USA0060709","3.0",40.4382,-74.1601,"Solar","2015.0","GSRP",2019
"USA","IFF Union Beach Project","USA0062306","5.5",40.4466,-74.1546,"Solar","2019.0","NJR Clean Energy Ventures Corporation",2019
"USA","IGS Solar I - BWI2","USA0061465","1.4",39.267,-76.548,"Solar","2017.0","IGS ORIX Solar I  LLC",2019
"USA","IGS Solar I - BWI5","USA0061358","1.1",39.27,-76.548,"Solar","2017.0","IGS Solar I  LLC",2019
"USA","IGS Solar I - EWR5","USA0061359","1.9",40.582,-74.255,"Solar","2016.0","IGS Solar I  LLC",2019
"USA","IGS Solar I - EWR6","USA0061360","1.9",40.583,-74.257,"Solar","2016.0","IGS Solar I  LLC",2019
"USA","IIV000 Mt Bethel Fuel Cell","USA0063713","2.6",40.6325,-74.5035,"Gas","2019.0000000000002","2016 ESA Project Company  LLC",2019
"USA","IKEA Canton Rooftop PV System","USA0062677","1.0",42.3235,-83.4289,"Solar","2015.2","IKEA Property Inc",2019
"USA","IKEA College Park 411","USA0058015","1.0",39.021,-76.926,"Solar","2012.0","IKEA Property Inc",2019
"USA","IKEA Conshohocken Rooftop PV System","USA0061819","1.0",40.0952,-75.3064,"Solar","2013.0","IKEA Property Inc",2019
"USA","IKEA Grand Prairie Rooftop PV System","USA0061309","1.2",32.82,-97.05,"Solar","2018.0","IKEA Property Inc",2019
"USA","IKEA Jacksonville Rooftop PV System","USA0061821","1.4",30.23,-81.51,"Solar","2017.0","IKEA Property Inc",2019
"USA","IKEA Joliet Rooftop PV System","USA0061192","2.0",41.48,-88.07,"Solar","2018.0","IKEA Property Inc",2019
"USA","IKEA Las Vegas 462","USA0061193","1.0",36.0689,-115.2808,"Solar","2016.0","IKEA Property Inc",2019
"USA","IKEA Live Oak Rooftop PV System","USA0062152","1.7",29.48,-98.25,"Solar","2019.0","IKEA Property Inc",2019
"USA","IKEA Memphis 508","USA0061211","1.1",35.19,-89.7993,"Solar","2017.0","IKEA Property Inc",2019
"USA","IKEA Miami 327","USA0061173","1.0",25.7915,-80.3838,"Solar","2015.0","IKEA Property Inc",2019
"USA","IKEA Norfolk Rooftop PV System","USA0062355","1.3",36.8759,-76.2009,"Solar","2019.0000000000002","IKEA Property Inc",2019
"USA","IKEA Oak Creek Rooftop PV System","USA0061816","1.2",42.9029,-87.9354,"Solar","2018.0","IKEA Property Inc",2019
"USA","IKEA Perryville 460","USA0058014","2.1",39.5608,-76.0553,"Solar","2013.0","IKEA Property Inc",2019
"USA","IKEA Round Rock 027","USA0058013","1.4",30.557,-97.6903,"Solar","2012.0","IKEA Property Inc",2019
"USA","IKEA Savannah 490","USA0058011","1.2",32.1775,-81.1738,"Solar","2012.0000000000002","IKEA Property Inc",2019
"USA","IKEA St. Louis 410","USA0059714","1.0",38.635,-90.2455,"Solar","2015.0","IKEA Property Inc",2019
"USA","IKEA Tampa 042","USA0058012","1.0",27.9539,-82.4325,"Solar","2012.0","IKEA Property Inc",2019
"USA","IKEA Tejon 345","USA0058028","1.5",34.9753,-118.9469,"Solar","2011.0","IKEA Property Inc",2019
"USA","IKEA Westhampton 061","USA0058016","1.8",40.0139,-74.8536,"Solar","2013.0","IKEA Property Inc",2019
"USA","ILR Landfill","USA0060375","7.7",40.4705,-74.3836,"Solar","2017.0","ILR Landfill",2019
"USA","IMEA Flora","USA0056116","9.0",38.6658,-88.4625,"Oil","2001.0","Illinois Municipal Elec Agency",2019
"USA","IMEA Highland","USA0056114","3.6",38.7417,-89.6847,"Oil","1996.0","City of Highland",2019
"USA","IMPA Anderson Solar Park","USA0060253","5.0",40.0516,-85.7371,"Solar","2017.0","Indiana Municipal Power Agency",2019
"USA","IMPA Anderson Solar Park 2","USA0061054","8.1",40.1383,-85.6909,"Solar","2018.0","Indiana Municipal Power Agency",2019
"USA","IMPA Crawfordsville Solar Park","USA0059483","3.0",40.0531,-86.8872,"Solar","2015.0","Indiana Municipal Power Agency",2019
"USA","IMPA Frankton Solar Park","USA0059479","1.0",40.2164,-85.7747,"Solar","2014.0","Indiana Municipal Power Agency",2019
"USA","IMPA Huntingburg Solar Park","USA0060251","2.0",38.3196,-86.9681,"Solar","2016.0","Indiana Municipal Power Agency",2019
"USA","IMPA Pendleton Solar Park","USA0059770","2.0",39.9886,-85.7709,"Solar","2015.0","Indiana Municipal Power Agency",2019
"USA","IMPA Peru Solar Park","USA0059481","3.0",40.7678,-86.0456,"Solar","2015.0","Indiana Municipal Power Agency",2019
"USA","IMPA Rensselaer Solar Park","USA0059480","1.0",40.9461,-87.1364,"Solar","2014.0","Indiana Municipal Power Agency",2019
"USA","IMPA Richmond Solar Park","USA0059478","1.0",39.8011,-84.895,"Solar","2014.0","Indiana Municipal Power Agency",2019
"USA","IMPA Tell City Solar Park","USA0059482","1.0",37.9461,-86.7375,"Solar","2015.0","Indiana Municipal Power Agency",2019
"USA","IMPA Washington Solar Park","USA0060252","4.0",38.6535,-87.2092,"Solar","2016.0","Indiana Municipal Power Agency",2019
"USA","IND Community Solar Farm 1st Phase","USA0058391","10.0",39.6952,-86.3155,"Solar","2013.0","Terraform Arcadia",2019
"USA","IND Solar Farm (Phase IIA)","USA0059424","7.5",39.6947,-86.3217,"Solar","2015.0","Terraform Arcadia",2019
"USA","INDY III","USA0059823","2.5",39.723,-86.3145,"Solar","2015.0","Terraform Arcadia",2019
"USA","IOS - ERW9","USA0061466","5.3",40.595,-74.225,"Solar","2017.0000000000002","IGS ORIX Solar I  LLC",2019
"USA","IOS - MEW Phase 1","USA0061460","4.1",44.804,-69.838,"Solar","2017.0","IGS ORIX Solar I  LLC",2019
"USA","IRC Generator Facility","USA0056899","3.0",36.9708,-112.5264,"Oil","1987.0","Garkane Energy Coop  Inc",2019
"USA","IRE Solar I  LLC","USA0061717","1.0",44.3,-75.5,"Solar","2018.0","Scotch Settlement",2019
"USA","ISH Solar Central  LLC","USA0057799","1.4",40.2675,-74.2786,"Solar","2010.9999999999998","SunEdison LLC",2019
"USA","ISH Solar Hospital Downey","USA0057841","1.1",33.9217,-118.1244,"Solar","2011.0000000000002","SunEdison LLC",2019
"USA","ISH Solar Hospital SDMC","USA0057840","1.1",32.7917,-117.0953,"Solar","2012.0","SunEdison LLC",2019
"USA","ISM Solar Dighton 2  LLC CSG","USA0063562","2.0",41.8169,-71.1689,"Solar","2018.0","38 Degrees North  LLC",2019
"USA","IVC Solar","USA0061692","3.0",32.8319,-115.5066,"Solar","2017.0","ZGlobal Inc",2019
"USA","Iatan","USA0006065","1725.0",39.4472,-94.98,"Coal","1997.3739130434783","Evergy Metro",2019
"USA","Ice Harbor","USA0003925","603.0",46.2498,-118.8798,"Hydro","1969.7313432835822","USACE Northwestern Division",2019
"USA","Ida Grove II","USA0062795","201.0",42.3269,-95.4588,"Wind","2020.0","MidAmerican Energy Co",2019
"USA","Ida Grove Wind","USA0060342","301.1",42.3557,-95.4204,"Wind","2016.7054134838922","MidAmerican Energy Co",2019
"USA","Illumina Way SD","USA0063603","3.5",32.873,-117.1997,"Gas","2019.0","Bloom Energy",2019
"USA","Imboden Solar Garden","USA0061753","3.0",39.7868,-104.5836,"Solar","2018.0","AEP Onsite Partners",2019
"USA","Imclone Solar Electric Facility","USA0059631","8.0",40.555,-74.7094,"Solar","2014.0","CVI CleanCapital Solar 5 LLC",2019
"USA","Imperial Solar Energy Center South","USA0057490","128.9",32.6633,-115.6583,"Solar","2013.0","CSOLAR IV South LLC",2019
"USA","Imperial Solar Energy Center West","USA0057491","148.7",32.7722,-115.7793,"Solar","2015.9999999999998","CSOLAR IV West LLC",2019
"USA","Imperial Valley Solar  LLC","USA0056917","199.89999999999998",32.6711,-115.5873,"Solar","2013.4947473736872","Imperial Valley Solar  LLC",2019
"USA","Imperial Valley Solar Co (IVSC) 2  LLC","USA0059657","20.0",33.2522,-115.4975,"Solar","2015.0","Dominion Renewable Energy",2019
"USA","Imperial Valley Solar Company 1 LLC","USA0058062","23.0",33.2458,-115.4967,"Solar","2012.0","Imperial Irrigation District",2019
"USA","Improvement Dst No. 4","USA0057895","1.1",35.4028,-119.0386,"Solar","2009.0","Kern County Water Agency",2019
"USA","Incom Solar  LLC CSG","USA0063563","2.0",42.1079,-72.0172,"Solar","2017.0","38 Degrees North  LLC",2019
"USA","Indeck Energy-Alexandria","USA0058595","16.0",43.5608,-71.7806,"Waste","2008.0","Indeck Energy-Alexandria  LLC",2019
"USA","Indeck Jonesboro Energy Center","USA0010765","27.5",44.6781,-67.5477,"Waste","1988.0","Stored Solar J&WE",2019
"USA","Indeck West Enfield Energy Center","USA0010766","27.5",45.2537,-68.6279,"Waste","1988.0","Stored Solar J&WE",2019
"USA","Independence II Solar Farm","USA0061588","8.5",39.04,-94.27,"Solar","2018.0","MC Power Companies Inc",2019
"USA","Independence Solar Farm","USA0061092","3.0",39.1171,-94.2882,"Solar","2017.0","MC Power Companies Inc",2019
"USA","Independence Steam Electric Station","USA0006641","1800.0",35.6784,-91.4088,"Coal","1984.0","Entergy Arkansas LLC",2019
"USA","Indian Hill Solar LLC","USA0059362","1.4",42.2008,-72.3222,"Solar","2014.0","CleanCapital",2019
"USA","Indian Orchard","USA0006379","3.7",42.161,-72.5076,"Hydro","1928.0","Central Rivers Power MA  LLC",2019
"USA","Indian Orchard PV Facility","USA0057674","2.3",42.1514,-72.4989,"Solar","2012.0","Western Massachusetts Electric Company",2019
"USA","Indian Point 2","USA0002497","1299.0",41.2706,-73.9527,"Nuclear","1973.0","Entergy Nuclear Indian Point 2",2019
"USA","Indian Point 3","USA0008907","1012.0",41.2706,-73.9526,"Nuclear","1976.0","Entergy Nuclear Indian Point 3",2019
"USA","Indian River","USA0055318","609.0",28.4932,-80.7802,"Gas","1969.0361247947455","Orlando Utilities Comm",2019
"USA","Indian River Solar Center","USA0061020","74.5",27.5733,-80.5782,"Solar","2018.0","Florida Power & Light Co",2019
"USA","Indian Valley Dam Hydro Project","USA0050129","2.9",39.0788,-122.5356,"Hydro","1983.0","Yolo County Flood Control WCD",2019
"USA","Indiana Harbor E 5 AC Station","USA0054995","90.0",41.6844,-87.4214,"Gas","1996.0","Northlake Energy",2019
"USA","Indianapolis Motor Speedway Solar PV","USA0058615","9.0",39.79,-86.2336,"Solar","2014.0","Blue Renewable Energy IMS  LLC",2019
"USA","Indigo Energy Facility","USA0055541","149.7",33.9109,-116.553,"Gas","2000.9999999999998","Diamond Generating Corporation",2019
"USA","Industrial Park","USA0007934","13.399999999999999",41.7682,-89.6744,"Oil","2004.5522388059705","City of Rock Falls - (IL)",2019
"USA","Industrial Plant","USA0059793","41.7",58.3676,-134.608,"Oil","2016.0000000000002","Alaska Electric Light&Power Co",2019
"USA","Industry MetroLink PV 1","USA0057860","1.5",34.0087,-117.8456,"Solar","2012.0","City of Industry",2019
"USA","Industry Solar Power Generation Station 1 LLC","USA0058609","1.5",34.5531,-117.4569,"Solar","2014.0","Sustainable Power Group  LLC",2019
"USA","Indy Grocers","USA0059834","1.0",39.7379,-86.2377,"Solar","2015.0","Terraform Arcadia",2019
"USA","Indy Solar I  LLC","USA0058552","10.0",39.6628,-85.9856,"Solar","2014.0","Dominion Renewable Energy",2019
"USA","Indy Solar II  LLC","USA0058556","10.1",39.6628,-85.9856,"Solar","2013.9999999999998","Dominion Renewable Energy",2019
"USA","Indy Solar III  LLC","USA0058553","8.6",39.6594,-86.2597,"Solar","2013.9999999999998","Dominion Renewable Energy",2019
"USA","Inforum","USA0054290","1.3",33.7533,-84.3889,"Oil","1989.0000000000002","DCII-250 Williams Street NW  LLC",2019
"USA","Inghams","USA0002579","6.0",43.061,-74.7643,"Hydro","1912.0","Erie Boulevard Hydropower LP",2019
"USA","Inks","USA0003598","15.0",30.7316,-98.3854,"Hydro","1938.0","Lower Colorado River Authority",2019
"USA","Inland Empire Energy Center","USA0055853","819.0",33.7388,-117.1704,"Gas","2009.5","Inland Empire Energy Ctr LLC",2019
"USA","Inner Harbor East Heating","USA0056050","2.1",39.2837,-76.5994,"Gas","2004.0000000000002","Trigen Inner Harbor East  LLC",2019
"USA","Innovative Solar 10","USA0060050","1.5",35.4736,-82.8903,"Solar","2015.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 14  LLC","USA0059553","2.0",35.3689,-82.3575,"Solar","2014.0","Sustainable Power Group  LLC",2019
"USA","Innovative Solar 15  LLC","USA0059554","2.0",35.3194,-81.7642,"Solar","2014.0","Sustainable Power Group  LLC",2019
"USA","Innovative Solar 16","USA0060055","2.0",35.3639,-82.35,"Solar","2015.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 18  LLC","USA0060051","1.9",35.3782,-81.7951,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 23","USA0059670","1.9",35.2598,-81.419,"Solar","2016.0","SRE Utility Solar 1  LLC",2019
"USA","Innovative Solar 26  LLC","USA0060052","1.9",35.7097,-81.4133,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 31","USA0060540","35.0",34.5394,-78.7554,"Solar","2017.0","Innovative Solar 31  LLC",2019
"USA","Innovative Solar 35  LLC","USA0061258","1.9",35.046,-77.825,"Solar","2017.0","CD Global Solar Holdings  LLC",2019
"USA","Innovative Solar 37","USA0059665","100.0",34.8383,-79.9439,"Solar","2017.0","Dominion Renewable Energy",2019
"USA","Innovative Solar 42","USA0060539","71.0",34.8476,-78.8774,"Solar","2017.0","Innovative Solar 42  LLC",2019
"USA","Innovative Solar 43  LLC","USA0060149","50.8",34.53,-78.3048,"Solar","2017.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 44","USA0059675","4.9",34.859,-79.108,"Solar","2014.9999999999998","Cypress Creek Renewables",2019
"USA","Innovative Solar 46","USA0059671","78.5",34.9182,-78.9436,"Solar","2017.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 47","USA0059666","33.8",34.8019,-79.3324,"Solar","2017.0","Innovative Solar 47  LLC",2019
"USA","Innovative Solar 48","USA0059667","4.9",34.7116,-79.3024,"Solar","2014.9999999999998","Cypress Creek Renewables",2019
"USA","Innovative Solar 54","USA0059669","50.0",35.2137,-77.7124,"Solar","2019.0","John Laing US Solar Corp.",2019
"USA","Innovative Solar 55","USA0059676","6.5",34.695,-79.216,"Solar","2018.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 59  LLC","USA0061259","1.9",36.0947,-77.9793,"Solar","2017.0","CD Global Solar Holdings  LLC",2019
"USA","Innovative Solar 6","USA0059542","3.6",35.6575,-82.7103,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Innovative Solar 60  LLC","USA0061260","1.9",36.091,-77.992,"Solar","2017.0","CD Global Solar Holdings  LLC",2019
"USA","Innovative Solar 63  LLC","USA0060053","4.9",35.3917,-77.6204,"Solar","2016.0000000000002","Cypress Creek Renewables",2019
"USA","Innovative Solar 64","USA0059677","4.9",35.041,-78.3297,"Solar","2016.0000000000002","Cypress Creek Renewables",2019
"USA","Innovative Solar 65","USA0060398","4.9",34.7587,-79.5,"Solar","2016.0000000000002","Cypress Creek Renewables",2019
"USA","Innovative Solar 67","USA0059678","33.3",34.6233,-78.0054,"Solar","2019.0","John Laing US Solar Corp.",2019
"USA","Inskip","USA0000248","7.6",40.401,-121.9655,"Hydro","1979.0","Pacific Gas & Electric Co.",2019
"USA","Integrys MA Solar  LLC - Ashburnham Site","USA0058934","2.9",42.5994,-71.9419,"Solar","2014.0000000000002","Integrys MA Solar  LLC",2019
"USA","Intel - Ocotillo Campus Solar","USA0060822","4.199999999999999",33.2433,-111.8924,"Solar","2018.0","Tesla Inc.",2019
"USA","Intel Folsom","USA0058086","1.0",38.6451,-121.173,"Solar","2010.0","Tesla Inc.",2019
"USA","Intel Folsom Phase 2","USA0058954","1.0",38.6436,-121.1639,"Solar","2012.0","Tesla Inc.",2019
"USA","Intel Folsom Phase 3","USA0061152","5.2",38.646,-121.1626,"Solar","2016.0","Tesla Inc.",2019
"USA","Intel Santa Clara","USA0060224","1.1",37.3847,-121.9638,"Gas","2014.9999999999998","Bloom Energy",2019
"USA","Intermountain Power Project","USA0006481","1640.0",39.5097,-112.5802,"Coal","1986.5","Los Angeles Department of Water & Power",2019
"USA","International","USA0006293","30.0",61.169,-149.911,"Gas","1965.0","Chugach Electric Assn Inc",2019
"USA","International Falls Power","USA0010487","14.2",48.6081,-93.4043,"Hydro","1941.0422535211273","Boise White Paper LLC",2019
"USA","International Paper Jay Hydro","USA0050047","3.1",44.5037,-70.221,"Hydro","1912.0","Eagle Creek RE LLC",2019
"USA","International Paper Livermore Hydro","USA0050082","9.2",44.4705,-70.1873,"Hydro","1920.217391304348","Eagle Creek RE LLC",2019
"USA","International Paper Riley Hydro","USA0050081","6.6",44.5034,-70.2491,"Hydro","1982.0000000000005","Eagle Creek RE LLC",2019
"USA","International Paper Woronoco Mill","USA0050166","2.8",42.1634,-72.8275,"Hydro","1914.0714285714287","Swift River Hydro Operations Co.  Inc",2019
"USA","Interstate Solar","USA0061832","2.2",45.129,-122.899,"Solar","2018.0","SP Solar 1  LLC",2019
"USA","Interstate Solar Energy Center","USA0061768","74.5",27.5,-80.44,"Solar","2019.0","Florida Power & Light Co",2019
"USA","Intrepid","USA0056251","175.5",42.5539,-95.3283,"Wind","2005.08547008547","MidAmerican Energy Co",2019
"USA","Iola Powerhouse & Cogeneration Facility","USA0062424","4.199999999999999",43.1121,-77.6138,"Gas","2004.0000000000002","Monroe County (NY)",2019
"USA","Iowa Distributed Wind Generation Project","USA0007966","2.3",43.0347,-94.1406,"Wind","2000.0000000000002","City of Algona - (IA)",2019
"USA","Iowa Hydro LLC","USA0001067","1.2",42.07,-90.6977,"Hydro","1923.9999999999998","Renewable World Energies LLC",2019
"USA","Iowa Lakes Community College Wind Farm","USA0057257","1.0",43.3853,-94.8157,"Wind","2005.0","Iowa Lakes Community College",2019
"USA","Iowa Lakes Superior Wind Farm","USA0057252","10.5",43.445,-94.9803,"Wind","2009.0","Iowa Lakes Electric Coop",2019
"USA","Ipswich Wind Independence","USA0059023","2.0",42.7172,-70.8464,"Wind","2013.0","Ipswich Wind Independence",2019
"USA","Ipswich Wind Turbine","USA0057855","1.6",42.7164,-70.8419,"Wind","2011.0000000000002","Town of Ipswich - (MA)",2019
"USA","Iredell County LFG Facility","USA0056962","3.2",35.7693,-80.826,"Waste","2008.0","Iredell Transmission LLC",2019
"USA","Iron Gate","USA0000297","18.0",41.933,-122.4368,"Hydro","1962.0","PacifiCorp",2019
"USA","Iron Horse Solar 4  LLC","USA0060799","4.5",42.58,-71.2603,"Solar","2017.0","Iron Horse Solar 4  LLC",2019
"USA","Iron Horse Solar I CSG","USA0060855","2.9",42.5829,-71.2464,"Solar","2017.0000000000002","Iron Horse Solar 1  LLC",2019
"USA","Iron Springs Solar  LLC","USA0059941","80.0",37.7212,-113.1516,"Solar","2016.0","Dominion Renewable Energy",2019
"USA","Ironwood LLC","USA0055337","777.5999999999999",40.3509,-76.3658,"Gas","2002.0000000000002","Helix  Ironwood LLC",2019
"USA","Ironwood Solar LLC","USA0058513","4.0",33.565,-114.9181,"Solar","2012.0","Ironwood Solar LLC",2019
"USA","Ironwood Wind","USA0057639","167.9",37.8183,-99.7754,"Wind","2011.9999999999998","Ironwood Windpower LLC",2019
"USA","Isabella Hydro Project","USA0010139","11.8",35.6439,-118.4822,"Hydro","1991.0000000000002","Isabella Partners",2019
"USA","Island Park","USA0004204","4.8",44.4183,-111.396,"Hydro","1993.9999999999998","Fall River Rural Elec Coop Inc",2019
"USA","Ivanhoe Solar","USA0058307","3.5",36.3875,-119.255,"Solar","2014.0","Tulare PV I LLC",2019
"USA","Ivester Wind Farm","USA0061911","90.8",42.3333,-92.9464,"Wind","2018.9999999999998","MidAmerican Energy Co",2019
"USA","Ivy River Hydro","USA0050890","1.2",35.7716,-82.6183,"Hydro","1985.0","Madison Hydro Partners",2019
"USA","J B Sims","USA0001825","80.0",43.0706,-86.235,"Coal","1983.0","City of Grand Haven - (MI)",2019
"USA","J H Campbell","USA0001710","1560.8",42.9103,-86.2007,"Coal","1973.7865197334702","Consumers Energy Co",2019
"USA","J K Spruce","USA0007097","1444.0",29.3097,-98.3203,"Coal","2003.3365650969529","City of San Antonio - (TX)",2019
"USA","J Lamar Stall Unit","USA0056565","624.0",32.5195,-93.7601,"Gas","2010.0","Southwestern Electric Power Co",2019
"USA","J P Priest","USA0003428","28.0",36.1564,-86.6186,"Hydro","1970.0","USCE-Nashville District",2019
"USA","J Robert Massengale","USA0003604","84.0",33.6039,-101.8408,"Gas","1978.0","City of Lubbock - (TX)",2019
"USA","J S Eastwood","USA0000104","199.8",37.1479,-119.2567,"Hydro","1988.0","Southern California Edison Co",2019
"USA","J Strom Thurmond","USA0003323","361.9",33.6602,-82.1961,"Hydro","1953.4285714285718","USCE-Savannah District",2019
"USA","J T Deely","USA0006181","932.0",29.3081,-98.3228,"Coal","1977.4785407725321","City of San Antonio - (TX)",2019
"USA","J Woodruff","USA0000690","43.5",30.7086,-84.8639,"Hydro","2002.0","USCE-Mobile District",2019
"USA","J&A-Santa Maria II LLC","USA0057101","1.4",34.9494,-120.3803,"Waste","2010.0000000000002","J&A-Santa Maria II LLC",2019
"USA","J.R. Simplot Company","USA0058216","4.0",37.8069,-121.2775,"Cogeneration","1993.0","J.R. Simplot Company",2019
"USA","JBAB - Washington DC","USA0062374","5.9",38.8527,-77.0093,"Solar","2019.0","JBAB Solar I  LLC.",2019
"USA","JCO Oxides Olefins Plant","USA0054637","77.2",29.9635,-93.9297,"Gas","1991.9999999999998","Indorama Ventures",2019
"USA","JED Solid Waste Mgmt Renewable Energy","USA0060701","9.6",28.0638,-81.0972,"Waste","2017.0000000000002","APTIM Environmental & Infrastructure",2019
"USA","JH Solar  LLC CSG","USA0063564","1.0",42.243,-72.1,"Solar","2017.0","38 Degrees North  LLC",2019
"USA","JLL-One Rockwood Road","USA0062446","3.0",41.109,-73.8626,"Oil","2003.0","JLL-One Rockwood Road",2019
"USA","JM Shafer Generating Station","USA0050707","396.9",40.0986,-104.7736,"Gas","1994.0000000000005","Tri-State G & T Assn  Inc",2019
"USA","JMB Mcguire-Dix-Lakehurst Solar Project","USA0058793","11.4",39.9928,-74.6369,"Solar","2013.0","WR-TGC Solar Generation IV LLC",2019
"USA","JSR000 N Mathilda Fuel Cell","USA0063711","1.1",37.4124,-122.024,"Gas","2019.0","2016 ESA Project Company  LLC",2019
"USA","Jack County","USA0055230","1280.0",33.101,-97.9574,"Gas","2008.5","Brazos Electric Power Coop Inc",2019
"USA","Jack Fusco Energy Center","USA0055357","675.6",29.4731,-95.6244,"Gas","2003.0","Brazos Valley Energy",2019
"USA","Jack River LLC","USA0055565","1.9",44.4233,-96.4411,"Wind","2001.0","CHI Operations Inc",2019
"USA","Jack Watson","USA0002049","919.1",30.4392,-89.0286,"Gas","1971.2355565226853","Mississippi Power Co",2019
"USA","Jackman","USA0002360","3.2",43.1106,-71.9489,"Hydro","1926.0000000000002","Central Rivers Power NH  LLC",2019
"USA","Jackson Board of Education-Liberty HS","USA0060113","1.2",40.0927,-74.262,"Solar","2016.0","Tesla Inc.",2019
"USA","Jackson Cntr Peaking","USA0007780","1.8",40.4597,-84.0401,"Oil","1999.0","American Mun Power-Ohio  Inc",2019
"USA","Jackson Co. Solar RES","USA0059989","1.1",38.8817,-86.033,"Solar","2017.0","Hoosier Energy R E C  Inc",2019
"USA","Jackson Generating Station","USA0055270","649.0",42.2488,-84.3767,"Gas","2002.0","Consumers Energy Co",2019
"USA","Jackson Solar (CT)","USA0063240","1.0",41.583,-71.904,"Solar","2020.0","Ecos Energy LLC",2019
"USA","Jackson Solar Farm","USA0061292","10.0",35.75,-77.83,"Solar","2017.0","GCL New Energy  Inc.",2019
"USA","Jackson Square","USA0002134","36.0",39.0946,-94.4115,"Oil","1969.0","City of Independence - (MO)",2019
"USA","Jacksonville Solar","USA0057202","15.0",30.3207,-81.9564,"Solar","2010.0","Jacksonville Solar LLC",2019
"USA","Jacob Solar","USA0059503","5.0",36.2922,-79.6214,"Solar","2016.0","Cypress Creek Renewables",2019
"USA","Jacobi Medical Center","USA0063646","9.400000000000002",40.8565,-73.8474,"Oil","2004.7765957446807","Jacobi Medical Center",2019
"USA","Jacobson 5 MW Solar","USA0060603","4.4",35.3045,-114.0118,"Solar","2017.0","UNS Electric  Inc",2019
"USA","Jacobstown","USA0059185","5.0",40.0637,-74.5824,"Solar","2014.0","NJR Clean Energy Ventures Corporation",2019
"USA","Jacumba Solar Farm","USA0060947","20.0",32.6212,-116.129,"Solar","2017.0","AEP Renewables",2019
"USA","Jakana Solar","USA0059170","5.0",35.8753,-77.0811,"Solar","2014.0","Jakana Solar",2019
"USA","Jake Energy Storage Center","USA0059960","19.8",41.4887,-88.1088,"Storage","2015.0","Joliet Battery Storage LLC",2019
"USA","Jamaica Bay Peaking","USA0056141","60.5",40.6097,-73.7622,"Oil","2003.0","Jamaica Bay Peaking Facility  LLC",2019
"USA","James A Fitzpatrick","USA0006110","883.3",43.5214,-76.4084,"Nuclear","1976.0","Exelon Nuclear",2019
"USA","James B Black","USA0000249","168.6",40.9923,-121.9752,"Hydro","1966.0","Pacific Gas & Electric Co.",2019
"USA","James H Miller Jr","USA0006002","2822.0",33.6319,-87.0597,"Coal","1985.75","Alabama Power Co",2019
"USA","James R Smith","USA0001842","3.2",46.5716,-87.4105,"Hydro","1920.5","City of Marquette - (MI)",2019
"USA","Jameson Energy Center","USA0059045","27.599999999999998",37.9547,-100.8306,"Gas","2014.0","Kansas Municipal Energy Agency",2019
"USA","Jameson Gas Processing Plant","USA0055052","1.8",32.05,-100.6917,"Gas","1992.388888888889","WTG Jameson  L.P.",2019
"USA","Jamestown","USA0002801","48.2",46.9057,-98.6622,"Oil","1977.4999999999998","Otter Tail Power Co",2019
"USA","Jamesville Road Solar  LLC","USA0062329","5.0",35.8454,-76.8015,"Solar","2019.0","Greenbacker Renewable Energy Corporation",2019
"USA","Jamison Solar Farm","USA0062396","1.1",33.574,-80.8371,"Solar","2019.0","Jamison Solar Farm",2019
"USA","Jarvis (Hinckley)","USA0000808","9.0",43.3121,-75.109,"Hydro","1991.0","New York Power Authority",2019
